,지하철명,4시~5시,5시~6시,6시~7시,7시~8시,8시~9시,9시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,24시~1시,1시~2시,2시~3시,3시~4시,X좌표,Y좌표,주소
475,북한산우이,17.0,2023.0,4848.0,12299.0,17118.0,15560.0,15008.0,12639.0,12953.0,13100.0,13805.0,14465.0,13734.0,12304.0,11233.0,8146.0,5427.0,4365.0,3221.0,1805.0,728.0,38.0,0.0,0.0,127.012706,37.662909,"우이동도선사입구, 삼양로, 우이동, 강북구, 서울, 01376, 대한민국"
476,솔밭공원,19.0,1880.0,5120.0,12431.0,14334.0,9881.0,7480.0,7297.0,7845.0,8142.0,7777.0,8751.0,9071.0,9146.0,10168.0,9153.0,5875.0,4598.0,3911.0,2608.0,716.0,0.0,0.0,0.0,127.013273,37.65603,"솔밭공원, 삼양로, 우이동, 강북구, 서울, 01021, 대한민국"
477,4.19민주묘지,3.0,1847.0,4094.0,11380.0,24209.0,13629.0,13076.0,18216.0,14380.0,14048.0,15238.0,13293.0,17375.0,19141.0,15330.0,11511.0,7174.0,6480.0,4621.0,2952.0,803.0,0.0,0.0,0.0,127.013684,37.649502,"4.19민주묘지, 삼양로, 우이동, 강북구, 서울, 01021, 대한민국"
478,가오리,11.0,2888.0,7784.0,20166.0,24858.0,16206.0,12568.0,12440.0,12870.0,12763.0,12312.0,13555.0,15631.0,16346.0,18665.0,16161.0,9821.0,8017.0,6921.0,3740.0,1177.0,0.0,0.0,0.0,127.016789,37.641537,"가오리역 (09-123), 삼양로, 수유동, 강북구, 서울, 01041, 대한민국"
479,화계,0.0,2563.0,5787.0,16074.0,20525.0,14088.0,11057.0,10650.0,11951.0,11499.0,10478.0,10908.0,12513.0,11954.0,14556.0,12685.0,6953.0,6045.0,4953.0,2828.0,961.0,0.0,0.0,0.0,127.017511,37.634133,"화계역 1번출구, 삼양로, 수유1동, 강북구, 서울, 01100, 대한민국"
480,삼양,2.0,1609.0,3656.0,8415.0,11888.0,7842.0,6224.0,6098.0,6727.0,7055.0,6671.0,7522.0,8185.0,7895.0,8656.0,7335.0,4448.0,3765.0,2921.0,1484.0,486.0,0.0,0.0,0.0,127.018106,37.626914,"삼양, 삼양로, 삼양동, 강북구, 서울, 01121, 대한민국"
481,삼양사거리,4.0,1628.0,4113.0,10231.0,14325.0,9940.0,8049.0,7848.0,8766.0,9315.0,8524.0,9549.0,10229.0,10414.0,10940.0,9324.0,5520.0,4671.0,3552.0,1928.0,614.0,2.0,0.0,0.0,127.020473,37.621337,"미아8동사무소입구, 삼양로, 송천동, 강북구, 서울, 01121, 대한민국"
482,솔샘,2.0,3463.0,12070.0,34873.0,35596.0,21160.0,14507.0,12996.0,14376.0,14277.0,13333.0,15587.0,18889.0,21430.0,29272.0,25292.0,14104.0,12763.0,10788.0,5832.0,2009.0,0.0,0.0,0.0,127.013626,37.620238,"솔샘, 솔샘로, 삼양동, 강북구, 서울, 01192, 대한민국"
483,북한산보국문,4.0,2842.0,9579.0,26734.0,36747.0,25387.0,18847.0,16452.0,18292.0,18226.0,17468.0,18861.0,25085.0,29135.0,33678.0,24600.0,15796.0,14153.0,11847.0,7506.0,2376.0,0.0,1.0,0.0,127.008251,37.612072,"북한산보국문, 보국문로, 정릉4동, 성북구, 서울, 02708, 대한민국"
484,정릉,2.0,2562.0,7377.0,18844.0,25981.0,19523.0,14180.0,13484.0,14670.0,14699.0,14463.0,15774.0,18515.0,20830.0,25490.0,17470.0,10593.0,9596.0,7542.0,4009.0,1324.0,0.0,0.0,0.0,127.013396,37.603133,"아리랑고개입구 삼거리, 정릉로, 정릉2동, 성북구, 서울, 02807, 대한민국"
485,원흥,239.0,7820.0,23247.0,55702.0,70588.0,41270.0,28610.0,25939.0,28003.0,28563.0,27458.0,30043.0,34996.0,44964.0,59936.0,48644.0,30174.0,27160.0,23014.0,12926.0,2966.0,0.0,0.0,0.0,126.872642,37.650658,"102동, 원흥1로, 덕양구, 고양시, 경기도, 10560, 대한민국"
486,삼송,660.0,10360.0,40820.0,102163.0,110061.0,64475.0,49143.0,44638.0,50464.0,49948.0,49072.0,55373.0,65394.0,83160.0,107155.0,83156.0,52312.0,48011.0,39660.0,17864.0,3540.0,3.0,0.0,0.0,126.895558,37.653083,"삼송, 동송로, 덕양구, 고양시, 경기도, 10590, 대한민국"
487,원당,150.0,10084.0,27064.0,55133.0,61895.0,38201.0,29659.0,29097.0,30518.0,29514.0,28553.0,31947.0,38392.0,45765.0,55070.0,43556.0,27668.0,24435.0,19792.0,10972.0,1822.0,0.0,0.0,0.0,126.843041,37.653324,"원당역 2번출구, 고양대로, 덕양구, 고양시, 경기도, 10479, 대한민국"
488,화정,118.0,12242.0,32021.0,67305.0,88638.0,55603.0,46085.0,45795.0,49660.0,51439.0,51703.0,58031.0,62898.0,74394.0,90787.0,65072.0,44069.0,39463.0,33433.0,17991.0,3599.0,1.0,0.0,0.0,126.83265,37.634592,"화정, 화정로, 덕양구, 고양시, 경기도, 10497, 대한민국"
489,대곡,1.0,1381.0,5284.0,13224.0,12820.0,6900.0,4646.0,4184.0,4513.0,4536.0,4497.0,4904.0,6029.0,8128.0,12517.0,7538.0,4109.0,3986.0,3080.0,2407.0,410.0,0.0,0.0,0.0,126.811024,37.631626,"대곡역 4번출구, 영주교, 능곡동, 덕양구, 고양시, 경기도, 10506, 대한민국"
490,백석,57.0,7049.0,17107.0,35765.0,52623.0,32570.0,28370.0,28290.0,29381.0,31061.0,30773.0,34562.0,36870.0,45052.0,51698.0,36927.0,23461.0,22144.0,16362.0,9276.0,2023.0,0.0,0.0,0.0,126.78787,37.643114,"백석역사거리, 일산로, 일산동구, 고양시, 경기도, 10446, 대한민국"
491,마두,114.0,4905.0,15859.0,25073.0,41119.0,28639.0,25567.0,24623.0,23789.0,26480.0,26063.0,28344.0,29905.0,33232.0,36642.0,24391.0,16203.0,13972.0,11842.0,6089.0,1519.0,0.0,0.0,0.0,126.77762,37.652206,"마두역, 중앙로, 일산동구, 고양시, 경기도, 10414, 대한민국"
492,정발산,48.0,2982.0,8847.0,14865.0,31799.0,28187.0,23052.0,22767.0,23229.0,27449.0,27201.0,28708.0,30433.0,37811.0,43520.0,27126.0,20090.0,15958.0,12179.0,5988.0,1319.0,0.0,0.0,0.0,126.773359,37.659477,"정발산, 중앙로, 일산동구, 고양시, 경기도, 10409, 대한민국"
493,주엽,104.0,6884.0,20852.0,35388.0,43920.0,32063.0,29495.0,28861.0,29430.0,31392.0,28969.0,33820.0,35254.0,39350.0,40741.0,34387.0,22883.0,18012.0,14355.0,8688.0,2260.0,4.0,0.0,0.0,126.761334,37.670072,"주엽, 중앙로, 일산서구, 고양시, 경기도, 대한민국"
494,대화,179.0,9312.0,33627.0,82144.0,67978.0,45880.0,35377.0,32610.0,34315.0,34006.0,32131.0,37513.0,38533.0,49140.0,52867.0,42783.0,29912.0,23955.0,19177.0,11406.0,3943.0,18.0,0.0,0.0,126.747569,37.676087,"대화, 중앙로, 일산서구, 고양시, 경기도, 10381, 대한민국"
495,봉명,17.0,1821.0,2345.0,5787.0,7288.0,5669.0,4865.0,4255.0,3797.0,4224.0,4175.0,4473.0,4806.0,5951.0,4321.0,2689.0,2207.0,1906.0,1563.0,1247.0,187.0,3.0,0.0,0.0,127.135763,36.801215,"2, 신용로, 봉명동, 동남구, 천안시, 충청남도, 31154, 대한민국"
496,쌍용,63.0,2954.0,5179.0,8888.0,17190.0,9559.0,7598.0,8041.0,10950.0,8700.0,7385.0,9961.0,11551.0,11962.0,12747.0,8623.0,6279.0,5131.0,4724.0,3243.0,671.0,0.0,0.0,0.0,127.1214,36.793759,"2, 쌍용19로, 쌍용2동, 쌍용동, 서북구, 천안시, 충청남도, 31174, 대한민국"
497,아산,38.0,1759.0,6323.0,12617.0,18492.0,12990.0,13500.0,11899.0,14128.0,14526.0,13889.0,16594.0,16793.0,19458.0,23649.0,16576.0,11001.0,9846.0,8107.0,4843.0,517.0,1.0,0.0,0.0,127.104361,36.792053,"3, 아산역로, 아산시, 충청남도, 31470, 대한민국"
498,탕정,39.0,874.0,2345.0,5026.0,5187.0,3114.0,2960.0,2773.0,3153.0,3441.0,3268.0,3580.0,4783.0,5876.0,5430.0,4043.0,2776.0,2489.0,2160.0,1512.0,273.0,0.0,0.0,0.0,127.08485,36.78866,"탕정역, 곡교천로, 아산시, 충청남도, 31466, 대한민국"
499,배방,101.0,1297.0,2414.0,4968.0,5711.0,4060.0,3320.0,3532.0,3543.0,4179.0,3667.0,3848.0,5313.0,5917.0,6310.0,4734.0,3032.0,2917.0,2300.0,1672.0,369.0,2.0,0.0,0.0,127.052991,36.777629,"3, 한내로, 아산시, 충청남도, 31480, 대한민국"
500,온양온천,771.0,2335.0,6984.0,15041.0,19156.0,16603.0,18877.0,21863.0,20645.0,21543.0,19249.0,19028.0,20271.0,18787.0,20597.0,12938.0,8256.0,7984.0,5278.0,3622.0,944.0,13.0,0.0,0.0,127.003249,36.780483,"3, 온양역길, 아산시, 충청남도, 31513, 대한민국"
501,신창,280.0,828.0,1847.0,5759.0,13275.0,9321.0,12373.0,8927.0,9780.0,10825.0,10691.0,8747.0,14529.0,11237.0,13803.0,6576.0,5456.0,6218.0,3883.0,2606.0,816.0,3.0,0.0,0.0,126.951108,36.769502,"3, 행목로, 아산시, 충청남도, 31533, 대한민국"
502,회기,1005.0,16921.0,35160.0,91066.0,147990.0,99507.0,82749.0,81117.0,86376.0,90013.0,85107.0,93754.0,110553.0,137748.0,147246.0,97543.0,69383.0,72602.0,70546.0,40440.0,5778.0,28.0,0.0,0.0,127.057583,37.58946,"196, 회기로31길, 휘경1동, 동대문구, 서울, 02444, 대한민국"
503,중랑,124.0,6985.0,11816.0,27231.0,29964.0,21745.0,14095.0,13755.0,14765.0,15712.0,14703.0,17078.0,19809.0,23685.0,30082.0,22946.0,14281.0,11442.0,10806.0,5922.0,450.0,0.0,0.0,0.0,127.076116,37.594917,"1, 중랑역로, 중화2동, 중랑구, 서울, 02130, 대한민국"
504,망우,409.0,9421.0,15425.0,37536.0,41850.0,27166.0,22066.0,20499.0,21861.0,23560.0,22978.0,24629.0,30161.0,33351.0,43461.0,30051.0,18226.0,14180.0,12262.0,7113.0,725.0,0.0,0.0,0.0,127.091909,37.59955,"망우, 상봉중앙로1다길, 상봉1동, 중랑구, 서울, 02098, 대한민국"
505,양원,94.0,2952.0,6187.0,21092.0,18063.0,9629.0,7631.0,6669.0,6881.0,7467.0,7094.0,8852.0,12678.0,11405.0,13324.0,11534.0,7195.0,4946.0,4811.0,2713.0,243.0,0.0,0.0,0.0,127.107906,37.606596,"양원, 양원역로10길, 망우동, 중랑구, 서울, 02062, 대한민국"
506,구리,1103.0,11862.0,28888.0,72335.0,75380.0,45639.0,35516.0,32763.0,33317.0,35194.0,34861.0,39995.0,46156.0,58078.0,77173.0,62612.0,36599.0,27427.0,25613.0,15260.0,1771.0,0.0,0.0,0.0,127.143869,37.603392,"1, 경춘로, 구리시, 경기도, 11922, 대한민국"
507,도농,1005.0,10176.0,29331.0,73879.0,62034.0,38744.0,27276.0,24625.0,24897.0,25092.0,24705.0,29256.0,35582.0,47277.0,58497.0,47512.0,26390.0,21616.0,18705.0,12333.0,2323.0,1.0,0.0,0.0,127.161153,37.608806,"2, 경춘로, 다산2동, 남양주시, 경기도, 12259, 대한민국"
508,양정,92.0,489.0,1763.0,4109.0,3783.0,2292.0,1749.0,1752.0,1715.0,1682.0,1950.0,2159.0,2599.0,3748.0,3477.0,1583.0,938.0,844.0,509.0,348.0,95.0,0.0,0.0,0.0,127.19364,37.60533,"2, 양정로, 양정동, 남양주시, 경기도, 12242, 대한민국"
509,덕소,1441.0,4102.0,12330.0,30256.0,28683.0,19766.0,16183.0,14684.0,15381.0,15880.0,14650.0,17802.0,20497.0,25331.0,26456.0,22540.0,12676.0,12331.0,10579.0,7102.0,1651.0,3.0,0.0,0.0,127.208832,37.586781,"4, 덕소로2번길, 와부읍, 남양주시, 경기도, 12215, 대한민국"
510,도심,7.0,2009.0,6961.0,15522.0,15708.0,8578.0,5989.0,5019.0,5427.0,5430.0,4466.0,6470.0,6713.0,9560.0,8993.0,6955.0,4663.0,3974.0,3960.0,2001.0,1.0,0.0,0.0,0.0,127.222672,37.579622,"도심역, 덕소로, 와부읍, 남양주시, 경기도, 12269, 대한민국"
511,팔당,1.0,334.0,1262.0,3382.0,4886.0,5038.0,4012.0,3522.0,3634.0,2970.0,3425.0,4353.0,4675.0,4941.0,4599.0,3012.0,2213.0,1689.0,1243.0,373.0,0.0,0.0,0.0,0.0,127.243939,37.547371,"팔당, 팔당로, 와부읍, 남양주시, 경기도, 13023, 대한민국"
512,운길산,0.0,200.0,1103.0,2175.0,3432.0,3498.0,4202.0,3454.0,3774.0,3185.0,4099.0,4983.0,4511.0,3766.0,2634.0,1916.0,1075.0,916.0,664.0,399.0,8.0,0.0,0.0,0.0,127.310115,37.554669,"4, 운길산로, 조안면, 남양주시, 경기도, 12281, 대한민국"
513,양수,5.0,1049.0,3116.0,8263.0,8055.0,9157.0,7039.0,6990.0,7134.0,7559.0,7502.0,8719.0,9723.0,9839.0,7440.0,5989.0,4353.0,3509.0,2735.0,1611.0,93.0,0.0,0.0,0.0,127.329098,37.545981,"3, 양수역 주차장, 용담리, 양평군, 경기도, 12584, 대한민국"
514,신원,0.0,135.0,404.0,957.0,844.0,876.0,866.0,671.0,683.0,696.0,789.0,953.0,1158.0,880.0,1071.0,307.0,257.0,245.0,134.0,110.0,19.0,0.0,0.0,0.0,127.372921,37.525545,"4, 남한강 자전거길, 양서면, 양평군, 경기도, 12583, 대한민국"
515,국수,6.0,716.0,1522.0,3072.0,3954.0,3108.0,2632.0,2715.0,2728.0,2695.0,2362.0,3916.0,3862.0,3150.0,2716.0,1923.0,1734.0,1518.0,1036.0,537.0,96.0,0.0,0.0,0.0,127.399367,37.516169,"3, 국수길, 국수리, 양평군, 경기도, 12580, 대한민국"
516,아신,5.0,588.0,1080.0,2480.0,2845.0,2370.0,2487.0,2335.0,2160.0,2021.0,2130.0,2334.0,2946.0,3276.0,2571.0,1975.0,1314.0,1367.0,862.0,658.0,160.0,1.0,0.0,0.0,127.443173,37.51382,"4, 아신역길, 아신리, 양평군, 경기도, 12508, 대한민국"
517,오빈,1.0,206.0,759.0,1285.0,1822.0,1334.0,1280.0,994.0,969.0,911.0,895.0,1196.0,1340.0,1661.0,1392.0,806.0,645.0,636.0,392.0,300.0,44.0,0.0,0.0,0.0,127.473868,37.506062,"2, 남한강 자전거길, 오빈리, 양평군, 경기도, 12507, 대한민국"
518,원덕,94.0,428.0,860.0,1206.0,1706.0,1604.0,1738.0,1466.0,1456.0,1111.0,1491.0,1705.0,1655.0,1886.0,1424.0,897.0,606.0,611.0,323.0,250.0,75.0,0.0,0.0,0.0,127.547076,37.468672,"3, 원덕흑천길, 원덕리, 양평군, 경기도, 12564, 대한민국"
519,용문,333.0,905.0,2929.0,5871.0,8250.0,6199.0,7481.0,14969.0,13090.0,10439.0,12846.0,12626.0,13190.0,10317.0,6843.0,4453.0,3925.0,2515.0,1620.0,1479.0,668.0,0.0,0.0,0.0,127.594647,37.48223,"용문, 용문시장7길, 다문리, 양평군, 경기도, 12523, 대한민국"
520,지평,0.0,0.0,0.0,520.0,397.0,3.0,778.0,4.0,5.0,150.0,802.0,10.0,2.0,318.0,165.0,352.0,17.0,149.0,46.0,0.0,0.0,0.0,0.0,0.0,127.629874,37.476393,"2, 지평의병로, 지평리, 양평군, 경기도, 12541, 대한민국"
